id,order_id,product_name,product_sku,quantity,unit_price,total_price,created_at
85d79133-e450-4642-976f-255aba257947,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-02-24 14:17:43.957281-06:00
7140620a-593e-4b68-8e7b-9af4d0de08db,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-23 17:56:11.740604-05:00
b1792d42-0a29-4e15-ac17-30d6c561ef27,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-23 17:56:11.744323-05:00
d97f0ae6-f34d-438d-8609-01512a800f89,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-23 17:56:11.745432-05:00
a43b9683-8c4e-42b7-8c6d-1bed7d5592e7,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-23 17:56:11.746566-05:00
98240383-bd34-44ff-9c78-ca81c3916dda,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-23 17:56:11.747625-05:00
a7375929-903c-4ece-aac4-5f83896e5f00,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-23 17:56:11.748515-05:00
ac50b59c-23d6-4044-8d18-a82d9097c5a0,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-23 17:56:11.749394-05:00
8ce97c16-bae7-4cf0-ae1e-51a6b555b211,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-23 17:56:11.750177-05:00
00c43c85-681a-4970-9a03-1d9569bbd006,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-23 17:56:11.751013-05:00
e3c99e22-cf89-409d-a9a3-5c34273841bf,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-23 17:56:11.751796-05:00
1bef12f7-b7c0-43c5-8138-ba1d2b1930fa,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-23 18:07:46.108397-05:00
2c21589c-90b8-46be-80dd-7fcdf5d8549d,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-23 18:07:46.111870-05:00
507b7441-5fc9-4bb2-86e8-f69c7b53e2e2,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-23 18:07:46.112766-05:00
b77fc058-0a30-4662-a9e3-01217ec07f23,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-23 18:07:46.113658-05:00
c7d4ac0a-bfe0-4ebd-b892-3184ca95fcc2,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-23 18:07:46.114511-05:00
33d5eb16-b193-4288-9e1a-c80dc64c1516,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-23 18:07:46.115357-05:00
9d1c22ab-5fe7-45e7-a223-46ff6b00a553,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-23 18:07:46.116214-05:00
a83362d5-a9ac-40e8-8cf7-9f0a1f312e0c,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-23 18:07:46.117026-05:00
4ba39ae2-9875-4332-aa97-0aae90c14c0a,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-23 18:07:46.117903-05:00
94a7a556-589b-422d-9e6e-0e1803676838,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-23 18:07:46.118738-05:00
1b98e14b-5e47-4160-b579-7f41855ee7a4,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-24 12:26:58.934235-05:00
85f80d48-ee47-4499-ae6d-6847482cef64,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-24 12:26:58.939120-05:00
3d7cebb2-7592-414e-ad6c-186ee392d7eb,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-24 12:26:58.940446-05:00
c1d695c7-f05d-44d3-880f-62823f6c224a,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-24 12:26:58.941504-05:00
2955aa2a-24e2-4c16-bb73-0f3bdd771c13,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-24 12:26:58.942570-05:00
87d01fac-59c3-4e83-aef1-81d7cf62d910,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-24 12:26:58.943575-05:00
4d7ce240-6516-4085-869c-f7b4d14ed6e7,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-24 12:26:58.944593-05:00
7d69dd8f-25cb-437d-8257-a085c1f11346,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-24 12:26:58.945578-05:00
c9c676b1-f26c-4480-82d9-36c8bf235b5c,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-24 12:26:58.946499-05:00
02c8fad2-fe97-46b7-801a-9c2f5eebafbb,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-24 12:26:58.947427-05:00
d5da6ef3-7420-404a-ba99-0fe53c5ee25f,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-25 22:55:50.191733-05:00
19a74ca2-bb50-4ac0-b787-3d261510ad2e,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-25 22:55:50.200000-05:00
5ef7d2cf-7bd8-4e48-9cb9-4d1a738f2363,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-25 22:55:50.201215-05:00
5a16c711-8df6-4310-a6d2-3ffd0d2181b9,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-25 22:55:50.202563-05:00
09c233ab-083d-45cb-a266-e817e5142f16,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-25 22:55:50.203918-05:00
1e51e9c5-0d84-4081-a818-fcecadb61c90,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-25 22:55:50.205146-05:00
45f2f5da-449a-49f7-9aa4-03616f466d5c,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-25 22:55:50.206282-05:00
ca403df5-400d-436f-af17-9daee330ad49,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-25 22:55:50.207412-05:00
a3b6798a-9a07-49d0-bfb8-fcfc09edac0e,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-25 22:55:50.208501-05:00
c275191f-66fa-45e6-9b74-066e84c77234,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-25 22:55:50.210307-05:00
fcf68c3c-76cf-4c62-a80f-3e52114e1ebe,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-31 13:59:40.799359-05:00
4518db58-a334-4c9a-8350-0f05734d5857,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-31 13:59:40.815292-05:00
374e8736-95a5-4df6-bff4-f5d696ade30c,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-31 13:59:40.816351-05:00
f7112b7f-9660-4de2-8377-92f28a8ec0a2,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-31 13:59:40.817220-05:00
6df1cff2-fe8f-4ac9-b575-19bc21899ea0,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-31 13:59:40.818119-05:00
b818934a-2191-4587-8cc1-559472150642,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-31 13:59:40.819199-05:00
e06dccf8-234d-4a47-9a9e-604e798a5eef,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-31 13:59:40.820040-05:00
0a5b3afe-d407-4dbe-95cc-0c35e6a15c2e,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-31 13:59:40.820865-05:00
a41598dd-70e8-4451-8829-a5f09943655f,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-31 13:59:40.821897-05:00
f8e22006-f7f6-4820-8a03-7c91d1245537,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-31 13:59:40.822892-05:00
0ce5c869-061c-41dc-a720-579e67e01526,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-03-31 15:05:43.860208-05:00
59710e85-44c2-4280-a273-8d2a9b289156,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-03-31 15:05:43.868206-05:00
9ff7f765-80ea-4419-831b-c34b926fbdbf,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-03-31 15:05:43.869889-05:00
6d177738-4da0-4f01-97fc-bc7a300443b5,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-03-31 15:05:43.871576-05:00
40ad7c29-d901-4f37-a8bf-11ad4267fbd5,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-03-31 15:05:43.873181-05:00
2be57fe7-a423-4dfc-9f5c-5b2a8b9d97e6,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-03-31 15:05:43.875026-05:00
6f128d61-14f4-4601-afb9-eddaea02d1ff,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-03-31 15:05:43.876600-05:00
a8e285f3-2703-49cf-9280-04924eeccff1,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-03-31 15:05:43.878333-05:00
d46b2894-3165-488a-8ffb-44afcd1ce096,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-03-31 15:05:43.880285-05:00
7eb82904-e7f2-44b7-9ad2-7d6295df204a,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-03-31 15:05:43.882080-05:00
e6058abe-7909-496a-827a-684fca4e2016,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-04-08 13:57:30.459545-05:00
51c5a27a-c4b6-46e1-99ce-e3a53798b24e,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-04-08 13:57:30.482156-05:00
69a0826d-e1f9-4aa1-9276-1c07caa1de3d,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-04-08 13:57:30.483718-05:00
143c15e7-3b7a-47fa-aa62-bf623c945f06,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-04-08 13:57:30.485102-05:00
dbbce8cd-8174-40d6-827f-672f5ebc4a77,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-04-08 13:57:30.486352-05:00
1dea6ba2-7b96-4cf1-a726-0a0544652e99,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-04-08 13:57:30.488027-05:00
496178d3-1583-4163-8953-861c14f45f83,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-04-08 13:57:30.489213-05:00
d85cd169-c57a-4588-9be0-a7774fa46eaf,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-04-08 13:57:30.490469-05:00
2d9cd339-7e2e-4ef7-9ea4-a075a0e2a8ca,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-04-08 13:57:30.491723-05:00
a7197aac-3e59-41d2-a5a6-741faf92e55c,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-04-08 13:57:30.492937-05:00
edce0932-04fc-481d-b1e3-c4fc5005fe0b,dc4fd811-536b-4a22-a91f-4fe7b0dd7b1f,Wireless Noise-Canceling Headphones,WH-1000XM5,1,149.99,149.99,2026-04-08 14:43:19.962469-05:00
b489b1b1-0e0a-4a2d-95d7-67afae83f528,4ac8856f-6c6f-4748-bd4b-eb568320c13b,Smart LED Desk Lamp,LED-DESK-01,1,49.99,49.99,2026-04-08 14:43:19.969492-05:00
2821dd8a-3d13-4314-81b0-13a0d224a2bb,4ac8856f-6c6f-4748-bd4b-eb568320c13b,USB-C Hub Adapter,USB-HUB-7P,1,30.00,30.00,2026-04-08 14:43:19.970880-05:00
95aae644-a024-4cf6-b264-753063c986b2,938c7ffc-21ef-43d2-9073-c6dd3986965f,Mechanical Keyboard RGB,KB-MECH-RGB,1,129.99,129.99,2026-04-08 14:43:19.972271-05:00
9503f8f7-d30e-4f96-abb6-85b522a5326b,938c7ffc-21ef-43d2-9073-c6dd3986965f,Ergonomic Mouse Pad XL,MP-ERGO-XL,2,35.00,70.00,2026-04-08 14:43:19.973610-05:00
d4274b24-5599-4ce2-8847-932e3df60230,84002378-2081-470d-90a1-94d3b63aafa0,"4K Ultra Monitor 27""",MON-4K-27,1,349.99,349.99,2026-04-08 14:43:19.974932-05:00
6a369226-3558-4430-9897-1795d9062b34,db60e8c4-94a6-4628-ab26-2b44a497250a,Bluetooth Speaker Portable,SPK-BT-01,1,59.99,59.99,2026-04-08 14:43:19.976756-05:00
417d3e81-f6c6-4f51-a191-faf0e06eabca,e9b35648-a18d-4311-8afc-f2d057c92ca2,Smart Fitness Watch,FIT-WATCH-02,1,129.99,129.99,2026-04-08 14:43:19.977999-05:00
28955dfb-e22b-4706-9023-7208d1ac17d6,d4cc135a-f676-4910-95dc-7726fa5867fd,Wireless Earbuds Pro,EAR-PRO-01,1,199.99,199.99,2026-04-08 14:43:19.979148-05:00
4cc6dd2c-1696-41c4-a7ab-df1bbd7124e3,d4cc135a-f676-4910-95dc-7726fa5867fd,Charging Case,EAR-CASE-01,1,50.00,50.00,2026-04-08 14:43:19.980231-05:00
